,ZipCode,Date,Zestimate,LogValue,AnchorDate,EventTime,RelLogValue
13276,51503,2023-04-30,270065.967548625,12.506421532392368,2022-08-31,8,0.019103514724609028
13277,46552,2023-04-30,236994.9778734647,12.375794229485427,2024-01-31,-9,-0.04915872701347723
13278,29847,2023-04-30,224652.44060439765,12.322309778469553,2024-04-30,-12,0.03525879782759134
13279,68142,2023-04-30,364902.6795951775,12.807385965766109,2021-10-31,18,0.111806782569424
13280,08361,2023-04-30,303454.14744833374,12.622985798820405,2024-04-30,-12,-0.0658121341425364
13281,76207,2023-04-30,381832.60631848016,12.8527375881948,2024-10-31,-18,0.010497133558443394
13282,20166,2023-04-30,572944.116631827,13.258543463247594,2024-09-30,-17,-0.08478422289783438
13283,74361,2023-04-30,196159.70866895592,12.186684446558386,2024-06-30,-14,-0.05065938571682693
13284,74401,2023-04-30,115694.24621716236,11.658706181756438,2024-10-31,-18,-0.12568561003692125
13286,36105,2023-04-30,48537.633981197454,10.790094734400727,2025-02-28,-22,0.012962644797415379
13287,23150,2023-04-30,296815.7317380558,12.600866793378948,2022-03-31,13,0.12868098821621032
13288,23836,2023-04-30,392183.8684481657,12.879486060965709,2023-08-31,-4,-0.03655813264017205
13290,71269,2023-04-30,179783.87216634923,12.09951069825538,2024-11-30,-19,-0.025256724333122094
13291,14012,2023-05-31,211912.35563070155,12.263928051337535,2024-09-30,-16,-0.08057534296075453
13292,58436,2023-05-31,147124.21711981695,11.899032523357711,2023-09-30,-4,0.0572986566043987
13294,52228,2023-05-31,310008.5483153226,12.644355151291858,2024-12-31,-19,-0.04310907664355845
13295,68059,2023-05-31,418909.50948622264,12.945410207766557,2024-07-31,-14,-0.04416545916168069
13296,28905,2023-05-31,217250.3912246696,12.28880584393002,2024-05-31,-12,-0.06342461021864665
13297,79019,2023-05-31,209867.74448952815,12.254232823154643,2025-04-30,-23,-0.06689278279922384
13298,84013,2023-05-31,527957.525440296,13.176771115210723,2023-09-30,-4,-0.009749321728689253
13299,53403,2023-05-31,177145.62869962302,12.08472743428848,2023-06-30,-1,-0.011019541082017525
13300,79601,2023-05-31,191026.07333484743,12.160165207318709,2024-04-30,-11,-0.028922222050557167
13301,43054,2023-05-31,516104.8602924366,13.154065241438797,2022-03-31,14,0.0752516352587449
13302,39157,2023-05-31,266270.2654474449,12.492267107465821,2024-01-31,-8,-0.02080101130792933
13303,39046,2023-05-31,214907.04314849537,12.27796085616751,2023-09-30,-4,-0.006087043641128886
13304,55068,2023-05-31,400763.9486608168,12.901127876256131,2024-04-30,-11,-0.016305673319807923
13305,20136,2023-05-31,657580.2073201844,13.39632202391376,2021-06-30,23,0.12373276835826807
13307,30214,2023-05-31,400775.1815606735,12.90115590458172,2023-03-31,2,0.01453795493155674
13308,97058,2023-05-31,374684.6932908224,12.833840133375773,2023-04-30,1,0.005828390699617714
13309,18603,2023-05-31,206889.659710346,12.239940885251023,2021-06-30,23,0.06173959962149844
13310,46806,2023-05-31,97868.98738492256,11.491384999834436,2024-03-31,-10,-0.10222750425632654
13311,76504,2023-05-31,207832.5753269857,12.244488108243758,2022-03-31,14,0.06255205594398028
13312,82007,2023-05-31,293048.9351402733,12.588094888184523,2024-04-30,-11,-0.025932352928446534
13313,47130,2023-05-31,231624.15603582055,12.35287131991484,2024-01-31,-8,-0.03123952829735721
13314,30721,2023-05-31,201384.52514728953,12.21297141990584,2024-05-31,-12,-0.09300717261372604
13315,75154,2023-05-31,364281.5272348376,12.805682274148088,2023-03-31,2,-0.0005579004928080167
13316,84005,2023-05-31,509706.18846922857,13.141589737649813,2023-09-30,-4,-0.0033354011828201635
13318,87031,2023-05-31,298599.87341945706,12.606859740173732,2024-06-30,-13,-0.06072730597037079
13319,38109,2023-05-31,98061.22037852196,11.493347260350319,2024-03-31,-10,0.06737657530890218
13320,43207,2023-05-31,193764.28900380345,12.174397694193269,2021-09-30,20,0.14354322304419043
13321,30318,2023-05-31,410975.7506186893,12.926289490809985,2023-12-31,-7,-0.02098274918149201
13324,78251,2023-05-31,284064.1299368294,12.556955301288907,2022-01-31,16,0.09083615938297562
13325,43130,2023-05-31,241865.35059813783,12.396136447802483,2021-09-30,20,0.1272883676185934
13326,85338,2023-05-31,445659.6549575373,13.007310834212632,2021-05-31,24,0.1836099705759313
13327,37066,2023-05-31,441035.0215371282,12.996879565192256,2023-08-31,-3,-0.0013668481554418577
13328,83634,2023-05-31,445228.4084725362,13.00634270693293,2022-09-30,8,-0.12362783212740958
13329,76065,2023-05-31,469288.83918822656,13.058973719671945,2023-10-31,-5,-0.002170569745340245
13330,52404,2023-05-31,182575.62261759175,12.114919736684286,2024-04-30,-11,-0.04452010009182494
13331,51503,2023-05-31,272532.41404771834,12.515512836645199,2022-08-31,9,0.028194818977439695
13332,46552,2023-05-31,240243.0874726413,12.389406554192352,2024-01-31,-8,-0.035546402306552594
13333,29847,2023-05-31,225720.81787478743,12.327054195480674,2024-04-30,-11,0.04000321483871261
13334,68142,2023-05-31,367249.0497904995,12.813795506668582,2021-10-31,19,0.1182163234718967
13335,08361,2023-05-31,305248.661701272,12.628882007692322,2024-04-30,-11,-0.0599159252706194
13336,76207,2023-05-31,381965.764620706,12.853086262160708,2024-10-31,-17,0.010845807524351159
13337,20166,2023-05-31,575481.1674113697,13.262961782736125,2024-09-30,-16,-0.08036590340930339
13338,74361,2023-05-31,197337.91673704013,12.19267285163627,2024-06-30,-13,-0.04467098063894248
13339,74401,2023-05-31,116306.7564537868,11.663986431864762,2024-10-31,-17,-0.12040535992859702
13341,36105,2023-05-31,49288.50065849153,10.805446080459964,2025-02-28,-21,0.028313990856652538
13342,23150,2023-05-31,299869.3345238971,12.611102107171185,2022-03-31,14,0.13891630200844673
13343,23836,2023-05-31,395025.9779339692,12.88670680864215,2023-08-31,-3,-0.029337384963730173
13345,71269,2023-05-31,179485.70986849364,12.097850872980885,2024-11-30,-18,-0.026916549607616247
13346,14012,2023-06-30,214688.37273588832,12.276942826535874,2024-09-30,-15,-0.06756056776241515
13347,58436,2023-06-30,145850.5455844073,11.890337716011581,2023-09-30,-3,0.048603849258268994
13349,52228,2023-06-30,311626.8696165632,12.649561820379665,2024-12-31,-18,-0.037902407555751694
13350,28905,2023-06-30,219914.98111877168,12.300996301183535,2024-05-31,-11,-0.05123415296513123
13351,68059,2023-06-30,421676.5482107328,12.951993825692922,2024-07-31,-13,-0.037581841235315494
13352,79019,2023-06-30,211136.36994455277,12.260259506749081,2025-04-30,-22,-0.060866099204785584
13353,84013,2023-06-30,527511.6318862508,13.175926195058436,2023-09-30,-3,-0.010594241880976796
13354,53403,2023-06-30,179108.48727040822,12.095746975370497,2023-06-30,0,0.0
13355,79601,2023-06-30,191900.8030010966,12.164733866463829,2024-04-30,-10,-0.024353562905437443
13356,43054,2023-06-30,520848.432726924,13.163214362340051,2022-03-31,15,0.08440075615999909
13357,39157,2023-06-30,268379.0546927633,12.500155643377203,2024-01-31,-7,-0.012912475396547052
13358,39046,2023-06-30,216110.0282205161,12.2835429468811,2023-09-30,-3,-0.0005049529275389375
13359,55068,2023-06-30,402194.7819965651,12.904691782583036,2024-04-30,-10,-0.01274176699290308
13360,20136,2023-06-30,661819.7740477794,13.402748553213028,2021-06-30,24,0.13015929765753675
13362,30214,2023-06-30,401564.747692408,12.903124063856419,2023-03-31,3,0.016506114206254807
13363,97058,2023-06-30,376867.13244419725,12.839647970475728,2023-04-30,2,0.011636227799572296
13364,18603,2023-06-30,207654.20879845053,12.243629517567436,2021-06-30,24,0.06542823193791136
13365,46806,2023-06-30,99586.38494011828,11.508780736840379,2024-03-31,-9,-0.08483176725038355
13366,76504,2023-06-30,207988.28748637575,12.245237046936323,2022-03-31,15,0.06330099463654548
13367,82007,2023-06-30,294840.6277757043,12.594190244509019,2024-04-30,-10,-0.019836996603951107
13368,47130,2023-06-30,233461.4817046243,12.360772381903828,2024-01-31,-7,-0.023338466308368666
13369,30721,2023-06-30,203508.5074416534,12.223463088601047,2024-05-31,-11,-0.08251550391851836
13370,75154,2023-06-30,365166.82771059027,12.808109590364303,2023-03-31,3,0.0018694157234069309
13371,84005,2023-06-30,509328.15139451233,13.140847786025084,2023-09-30,-3,-0.004077352807549062
13373,87031,2023-06-30,300440.2289714818,12.613004107920153,2024-06-30,-12,-0.054582938223949995
13374,38109,2023-06-30,97685.51983509668,11.489508616556304,2024-03-31,-9,0.06353793151488674
13375,43207,2023-06-30,195286.83297471303,12.182224695107658,2021-09-30,21,0.15137022395857969
13376,30318,2023-06-30,412170.18586155114,12.929191615520207,2023-12-31,-6,-0.018080624471270568
13379,78251,2023-06-30,284242.2806404896,12.557582254306434,2022-01-31,17,0.09146311240050231
13380,43130,2023-06-30,244580.57534765397,12.407300085131034,2021-09-30,21,0.13845200494714405
13382,37066,2023-06-30,441703.8786488865,12.998394978729868,2023-08-31,-2,0.0001485653821706734
13383,83634,2023-06-30,445078.07426094246,13.006004993536616,2022-09-30,9,-0.12396554552372407
13384,76065,2023-06-30,470693.1143633158,13.061961598778552,2023-10-31,-4,0.0008173093612668936
13385,52404,2023-06-30,184736.6284973592,12.126686459992838,2024-04-30,-10,-0.032753376783272614
13386,51503,2023-06-30,275083.9773630752,12.524831702261464,2022-08-31,10,0.037513684593704966
13387,46552,2023-06-30,243568.81029669693,12.403154770071637,2024-01-31,-7,-0.02179818642726694
13388,29847,2023-06-30,225501.86651471327,12.326083715117724,2024-04-30,-10,0.03903273447576261
13389,68142,2023-06-30,369930.7217641494,12.821071028613824,2021-10-31,20,0.1254918454171392
13390,08361,2023-06-30,307176.1271895471,12.635176566264473,2024-04-30,-10,-0.05362136669846862
13391,76207,2023-06-30,382387.4306726773,12.854189590039349,2024-10-31,-16,0.011949135402991473
13392,20166,2023-06-30,579753.9958604304,13.270359147479416,2024-09-30,-15,-0.0729685386660126
13393,74361,2023-06-30,198807.8845385585,12.20009423307488,2024-06-30,-12,-0.037249599200332995
13394,74401,2023-06-30,117000.95808387792,11.669937402497458,2024-10-31,-16,-0.11445438929590068
13396,36105,2023-06-30,49804.60164364942,10.815862661226818,2025-02-28,-20,0.038730571623506904
13397,23150,2023-06-30,302734.21079164627,12.620610507426594,2022-03-31,15,0.1484247022638563
13398,23836,2023-06-30,398755.6716463275,12.896104156544496,2023-08-31,-2,-0.01994003706138514
13400,71269,2023-06-30,177919.28133772136,12.089085250792275,2024-11-30,-17,-0.03568217179622657
13401,14012,2023-07-31,216703.97891266493,12.286287548743353,2024-09-30,-14,-0.05821584555493686
13402,58436,2023-07-31,143835.5425811966,11.87642586049612,2023-09-30,-2,0.034691993742807625
13404,52228,2023-07-31,313104.1527607261,12.654291170595195,2024-12-31,-17,-0.033173057340221135
13405,28905,2023-07-31,221725.4424229936,12.309195149610769,2024-05-31,-10,-0.043035304537896835
13406,68059,2023-07-31,423785.5840394157,12.95698290828548,2024-07-31,-12,-0.03259275864275679
13407,79019,2023-07-31,212426.36286520833,12.266350679598876,2025-04-30,-21,-0.05477492635499104
13408,84013,2023-07-31,528768.9834198416,13.17830691114702,2023-09-30,-2,-0.008213525792392318
13409,53403,2023-07-31,180885.76723816944,12.105620990776648,2023-06-30,1,0.00987401540615096
13410,79601,2023-07-31,192309.2927325445,12.166860254551494,2024-04-30,-9,-0.02222717481777181
13411,43054,2023-07-31,525594.62080396,13.172285511708917,2022-03-31,16,0.0934719055288653
13412,39157,2023-07-31,269847.90199892723,12.505613753322947,2024-01-31,-6,-0.007454365450803024
13413,39046,2023-07-31,216807.9935101508,12.286767418302205,2023-09-30,-2,0.0027195184935653316
13414,55068,2023-07-31,403732.5498839581,12.908507932483337,2024-04-30,-9,-0.008925617092602423
13417,30214,2023-07-31,401593.9799790078,12.903196857155192,2023-03-31,4,0.01657890750502844
13418,97058,2023-07-31,377863.8229483592,12.8422891529433,2023-04-30,3,0.014277410267144575
13420,46806,2023-07-31,101035.61814921912,11.523228388598021,2024-03-31,-8,-0.07038411549274137
13421,76504,2023-07-31,207095.57192423785,12.240935665813893,2022-03-31,16,0.05899961351411598
13422,82007,2023-07-31,296211.50296036026,12.598829015174399,2024-04-30,-9,-0.015198225938570786
13423,47130,2023-07-31,235068.68679541617,12.367633034655393,2024-01-31,-6,-0.01647781355680422
13424,30721,2023-07-31,205599.49354482783,12.233685349256747,2024-05-31,-10,-0.07229324326281805
13425,75154,2023-07-31,366083.77154862205,12.810617470206182,2023-03-31,4,0.004377295565285877
13426,84005,2023-07-31,509864.2662333531,13.141899824637255,2023-09-30,-2,-0.0030253141953782148
13428,87031,2023-07-31,302269.789378217,12.619075239876228,2024-06-30,-11,-0.0485118062678751
13429,38109,2023-07-31,97205.79083775,11.484585565193981,2024-03-31,-8,0.05861488015256455
13430,43207,2023-07-31,197059.9167750158,12.191263107543158,2021-09-30,22,0.1604086363940791
13431,30318,2023-07-31,413130.80060313694,12.931519530283797,2023-12-31,-5,-0.015752709707680168
13434,78251,2023-07-31,284487.89001241326,12.558445965781106,2022-01-31,18,0.09232682387517421
13435,43130,2023-07-31,247193.87650786157,12.41792823285053,2021-09-30,22,0.14908015266663988
13437,37066,2023-07-31,441883.51442988246,12.998801584312696,2023-08-31,-1,0.0005551709649989078
13438,83634,2023-07-31,446097.257043527,13.008292272349474,2022-09-30,10,-0.12167826671086601
13439,76065,2023-07-31,471390.5603049042,13.063442244474386,2023-10-31,-3,0.002297955057100509
13440,52404,2023-07-31,186527.2959323018,12.136332866242928,2024-04-30,-9,-0.023106970533183002
13441,51503,2023-07-31,277121.6023634638,12.532211686540212,2022-08-31,11,0.04489366887245261
13442,46552,2023-07-31,245953.73013066268,12.41289870832382,2024-01-31,-6,-0.012054248175084936
13443,29847,2023-07-31,223362.0241011733,12.31654916057263,2024-04-30,-9,0.029498179930667945
13444,68142,2023-07-31,372082.857776127,12.826871844410643,2021-10-31,21,0.13129266121395844
13445,08361,2023-07-31,309198.50014273636,12.641738744916292,2024-04-30,-9,-0.047059188046649325
13446,76207,2023-07-31,382656.2761619839,12.85489241393809,2024-10-31,-15,0.012651959301733129
13447,20166,2023-07-31,584974.2595342062,13.279323124449702,2024-09-30,-14,-0.06400456169572699
13448,74361,2023-07-31,200097.8396785964,12.206561724304631,2024-06-30,-11,-0.030782107970582118
13449,74401,2023-07-31,117200.08292582315,11.671637863683017,2024-10-31,-15,-0.11275392811034202
13451,36105,2023-07-31,49876.957668620475,10.817314404923007,2025-02-28,-19,0.040182315319695405
13452,23150,2023-07-31,304495.5651109071,12.626411801529825,2022-03-31,16,0.1542259963670869
13453,23836,2023-07-31,403146.67605155817,12.907055735136993,2023-08-31,-1,-0.008988458468888183
13455,71269,2023-07-31,176670.06260501395,12.082039218967981,2024-11-30,-16,-0.04272820362051988
13456,14012,2023-08-31,217962.67346107995,12.292079104455357,2024-09-30,-13,-0.052424289842932126
13457,58436,2023-08-31,141907.57630447668,11.862931253579617,2023-09-30,-1,0.02119738682630512
13459,52228,2023-08-31,314408.95282090787,12.65844981502523,2024-12-31,-16,-0.029014412910186138
13460,28905,2023-08-31,223580.1176928636,12.31752509722575,2024-05-31,-9,-0.03470535692291499
13461,68059,2023-08-31,424930.76391694247,12.959681526204811,2024-07-31,-11,-0.029894140723426332
13462,79019,2023-08-31,214213.74518121252,12.27472960478392,2025-04-30,-20,-0.046396001169947354
13463,84013,2023-08-31,530902.3950839323,13.182333469927064,2023-09-30,-1,-0.0041869670123482194
13464,53403,2023-08-31,182666.75705345217,12.115418772080089,2023-06-30,2,0.019671796709591405
13465,79601,2023-08-31,192339.9147806563,12.167019475200222,2024-04-30,-8,-0.022067954169044057
13466,43054,2023-08-31,529610.4078031423,13.179896935608099,2022-03-31,17,0.10108332942804665
13467,39157,2023-08-31,270455.03631382895,12.507861139103738,2024-01-31,-5,-0.005206979670012046
13468,39046,2023-08-31,216622.14441943588,12.285909844793393,2023-09-30,-1,0.0018619449847534497
13469,55068,2023-08-31,405240.49836323195,12.912235992964588,2024-04-30,-8,-0.0051975566113515725
13472,30214,2023-08-31,401537.8223111313,12.90305701045056,2023-03-31,5,0.01643906080039592
13473,97058,2023-08-31,378356.3688153962,12.84359180511274,2023-04-30,4,0.01558006243658383
13475,46806,2023-08-31,102289.910196216,11.535566317517498,2024-03-31,-7,-0.058046186573264436
13476,76504,2023-08-31,206021.05446801233,12.235733648704425,2022-03-31,17,0.05379759640464776
13477,82007,2023-08-31,297505.56107420794,12.603188196479529,2024-04-30,-8,-0.010839044633440764
13478,47130,2023-08-31,236412.7728427376,12.373334593692116,2024-01-31,-5,-0.010776254520081352
13479,30721,2023-08-31,207545.16380277407,12.243104251849907,2024-05-31,-9,-0.06287434066965858
13480,75154,2023-08-31,366755.2254278613,12.812449943832457,2023-03-31,5,0.006209769191560355
13481,84005,2023-08-31,510935.90571896377,13.14399943219755,2023-09-30,-1,-0.0009257066350834009
13483,87031,2023-08-31,303592.3153810162,12.623441012526534,2024-06-30,-10,-0.04414603361756875
13484,38109,2023-08-31,96402.25648581,11.476284887853835,2024-03-31,-7,0.05031420281241772
13485,43207,2023-08-31,199072.5715590937,12.201424718428077,2021-09-30,23,0.17057024727899872
13486,30318,2023-08-31,414566.6093436003,12.934988938701462,2023-12-31,-4,-0.012283301290015203
13489,78251,2023-08-31,284585.565019731,12.558789243111697,2022-01-31,19,0.09267010120576558
13490,43130,2023-08-31,249417.26996267855,12.42688255587189,2021-09-30,23,0.1580344756879999
13492,37066,2023-08-31,441638.261617679,12.998246413347697,2023-08-31,0,0.0
13493,83634,2023-08-31,447926.5797609606,13.012384613504455,2022-09-30,11,-0.11758592555588443
13494,76065,2023-08-31,471425.7317701097,13.063516853845305,2023-10-31,-2,0.0023725644280201408
13495,52404,2023-08-31,187583.8212235293,12.141981071022565,2024-04-30,-8,-0.017458765753545435
13496,51503,2023-08-31,278743.05818506377,12.538045698074402,2022-08-31,12,0.050727680406643216
13497,46552,2023-08-31,247980.3324614152,12.421104717411277,2024-01-31,-5,-0.0038482390876275474
13498,29847,2023-08-31,221078.04336755065,12.306271055571282,2024-04-30,-8,0.01922007492932032
13499,68142,2023-08-31,373177.9694734478,12.829810714791273,2021-10-31,22,0.13423153159458856
13500,08361,2023-08-31,311737.62431464344,12.649917165287256,2024-04-30,-8,-0.03888076767568549
13501,76207,2023-08-31,382770.9599901539,12.855192073588576,2024-10-31,-14,0.012951618952218524
13502,20166,2023-08-31,589467.7811493004,13.286975342927018,2024-09-30,-13,-0.05635234321841054
13503,74361,2023-08-31,200979.26411583435,12.210957018116668,2024-06-30,-10,-0.02638681415854549
13504,74401,2023-08-31,117285.79383111135,11.672368917597998,2024-10-31,-14,-0.11202287419536106
13506,36105,2023-08-31,49425.47853780567,10.808221330092213,2025-02-28,-18,0.031089240488901382
13507,23150,2023-08-31,304923.94191972184,12.627817653736482,2022-03-31,17,0.15563184857374424
13508,23836,2023-08-31,406786.6777009416,12.916044193605881,2023-08-31,0,0.0
13510,71269,2023-08-31,176596.15270646158,12.081620781560568,2024-11-30,-15,-0.043146641027933086
13511,14012,2023-09-30,218173.46488313552,12.293045735834582,2024-09-30,-12,-0.051457658463707645
13512,58436,2023-09-30,138931.1640452201,11.841733866753312,2023-09-30,0,0.0
13514,52228,2023-09-30,315685.9482627465,12.66250316377642,2024-12-31,-15,-0.02496106415899746
13515,68059,2023-09-30,425270.7947154037,12.960481409039977,2024-07-31,-10,-0.0290942578882607
13516,28905,2023-09-30,224974.89447866863,12.32374409486623,2024-05-31,-8,-0.028486359282435814
13517,79019,2023-09-30,215531.35821774375,12.280861691711271,2025-04-30,-19,-0.04026391424259579
13518,84013,2023-09-30,533129.9259438609,13.186520436939412,2023-09-30,0,0.0
13519,53403,2023-09-30,184927.68775423235,12.127720150643984,2023-06-30,3,0.03197317527348709
13520,79601,2023-09-30,192268.50445044585,12.166648134753887,2024-04-30,-7,-0.022439294615379524
13521,43054,2023-09-30,533138.824057538,13.18653712712878,2022-03-31,18,0.10772352094872772
13522,39157,2023-09-30,270428.726991225,12.50776385638087,2024-01-31,-4,-0.005304262392879622
13523,39046,2023-09-30,216219.1811681674,12.28404789980864,2023-09-30,0,0.0
13524,55068,2023-09-30,406102.7506899379,12.914361487081486,2024-04-30,-7,-0.0030720624944535757
13527,30214,2023-09-30,401828.7117083708,12.903781186521217,2023-03-31,6,0.01716323687105259
13528,97058,2023-09-30,377880.0959505119,12.84233221780098,2023-04-30,5,0.014320475124824483
13530,46806,2023-09-30,103159.03433202728,11.544027099075423,2024-03-31,-6,-0.049585405015339035
13531,76504,2023-09-30,204791.86628241473,12.229749455940915,2022-03-31,18,0.04781340364113795
13532,82007,2023-09-30,298301.50354652666,12.605860010874068,2024-04-30,-7,-0.008167230238901979
13533,47130,2023-09-30,237239.5250562681,12.376825563995963,2024-01-31,-4,-0.007285284216234089
13534,30721,2023-09-30,209137.01990287064,12.2507449137581,2024-05-31,-8,-0.05523367876146601
13535,75154,2023-09-30,366627.53262370056,12.812101714196432,2023-03-31,6,0.0058615395555357
13537,87031,2023-09-30,305360.10646648397,12.629247036077958,2024-06-30,-9,-0.03834001006614507
13538,38109,2023-09-30,95197.38689910206,11.463707771863895,2024-03-31,-6,0.037737086822478005
13539,43207,2023-09-30,200865.81807499728,12.21039239234978,2021-09-30,24,0.17953792120070133
13540,84005,2023-09-30,511409.1014634192,13.144925138832633,2023-09-30,0,0.0
13541,30318,2023-09-30,416441.2532595946,12.939500682044335,2023-12-31,-3,-0.007771557947142682
13544,78251,2023-09-30,284192.4243867577,12.557406838367124,2022-01-31,20,0.09128769646119217
13545,43130,2023-09-30,251015.34262425176,12.43326934223884,2021-09-30,24,0.16442126205494922
13546,37066,2023-09-30,441061.5345521911,12.996939678826955,2023-08-31,1,-0.0013067345207424808
13548,83634,2023-09-30,449662.36045421497,13.016252270021255,2022-09-30,12,-0.11371826903908477
13549,76065,2023-09-30,470923.0090455739,13.062449896888813,2023-10-31,-1,0.0013056074715276367
13550,52404,2023-09-30,188030.74875856735,12.144360785664484,2024-04-30,-7,-0.015079051111626995
13551,51503,2023-09-30,279765.1994654772,12.541705957014496,2022-08-31,13,0.05438793934673747
13552,46552,2023-09-30,249464.0743296309,12.427070193143258,2024-01-31,-4,0.002117236644354037
13553,29847,2023-09-30,218946.25366469668,12.296581561622764,2024-04-30,-7,0.009530580980802839
13554,68142,2023-09-30,373323.1937063834,12.830199794519292,2021-10-31,23,0.13462061132260672
13555,08361,2023-09-30,313546.2092332521,12.655702026066326,2024-04-30,-7,-0.0330959068966159
13556,76207,2023-09-30,382071.3330494124,12.853362605887211,2024-10-31,-13,0.011122151250853918
13557,74361,2023-09-30,201491.08454373293,12.213500413949484,2024-06-30,-9,-0.023843418325729004
13558,20166,2023-09-30,593055.3761996826,13.293043056755987,2024-09-30,-12,-0.05028462938944145
13559,74401,2023-09-30,117386.38481279324,11.673226207016999,2024-10-31,-13,-0.1111655847763604
13560,44481,2023-09-30,197939.5141501988,12.195716778916998,2025-09-30,-24,-0.13434319007235018
13561,36105,2023-09-30,48767.926946094296,10.794828141056644,2025-02-28,-17,0.017696051453333084
13562,23150,2023-09-30,304401.47404546384,12.626102747420045,2022-03-31,18,0.15391694225730745
13563,23836,2023-09-30,409902.26289507264,12.923674027079954,2023-08-31,1,0.007629833474073422
13565,71269,2023-09-30,178635.37030571478,12.093101969842081,2024-11-30,-14,-0.031665452746420186
13566,14012,2023-10-31,218232.82325975777,12.29331776847298,2024-09-30,-11,-0.051185625825310055
13567,58436,2023-10-31,135456.26945562716,11.816404132567042,2023-09-30,1,-0.02532973418627016
13569,52228,2023-10-31,316868.71076451085,12.666242805444655,2024-12-31,-14,-0.0212214224907612
13570,28905,2023-10-31,226729.3277851725,12.33151219639105,2024-05-31,-7,-0.0207182577576166
13571,68059,2023-10-31,425568.8894705691,12.961182116289304,2024-07-31,-9,-0.028393550638933007
13572,79019,2023-10-31,216190.44207064493,12.283914974471088,2025-04-30,-18,-0.03721063148277892
13573,84013,2023-10-31,535753.5686688079,13.191429574384674,2023-09-30,1,0.004909137445261891
13574,53403,2023-10-31,187042.955115227,12.139093575956766,2023-06-30,4,0.04334660058626838
13575,79601,2023-10-31,191987.5520942156,12.165185816065552,2024-04-30,-6,-0.023901613303713987
13576,43054,2023-10-31,536082.9920933963,13.192044264062226,2022-03-31,19,0.11323065788217335
13577,39157,2023-10-31,270991.4041213994,12.509842380249548,2024-01-31,-3,-0.0032257385242022707
13578,39046,2023-10-31,215981.9404001887,12.282950073912467,2023-09-30,1,-0.0010978258961724663
13579,55068,2023-10-31,406120.0538886713,12.914404094106649,2024-04-30,-6,-0.003029455469290454
13582,30214,2023-10-31,401779.3794394596,12.903658409586747,2023-03-31,7,0.017040459936582764
13583,97058,2023-10-31,377338.79189822025,12.840898715133882,2023-04-30,6,0.012886972457726742
13585,46806,2023-10-31,103769.317451543,11.549925613065337,2024-03-31,-5,-0.04368689102542511
13586,76504,2023-10-31,204095.47784187165,12.226343191971738,2022-03-31,19,0.04440713967196075
13587,82007,2023-10-31,299966.35145092034,12.611425585517464,2024-04-30,-6,-0.0026016555955052922
13588,47130,2023-10-31,237794.36933381855,12.379161584799608,2024-01-31,-3,-0.004949263412589389
13589,30721,2023-10-31,210850.6800239864,12.258905484324764,2024-05-31,-7,-0.047073108194801705
13590,75154,2023-10-31,366632.14348592656,12.81211429053842,2023-03-31,7,0.005874115897523069
13591,84005,2023-10-31,513875.2069939238,13.149735727009972,2023-09-30,1,0.004810588177338815
13593,87031,2023-10-31,307297.8751137319,12.63557283339806,2024-06-30,-8,-0.032014212746043214
13594,38109,2023-10-31,93294.70806520864,11.443518665668499,2024-03-31,-5,0.017547980627082183
13596,30318,2023-10-31,418190.86868571816,12.943693230936082,2023-12-31,-2,-0.0035790090553948772
13599,78251,2023-10-31,283329.64892658865,12.554366335925328,2022-01-31,21,0.08824719401939696
13602,37066,2023-10-31,440752.4878433531,12.996238744812203,2023-08-31,2,-0.002007668535494389
13603,83634,2023-10-31,451673.0234799131,13.020713797654057,2022-09-30,13,-0.10925674140628239
13604,76065,2023-10-31,470308.5696420696,13.061144289417285,2023-10-31,0,0.0
13605,52404,2023-10-31,188283.37923305255,12.14570344326698,2024-04-30,-6,-0.013736393509130806
13606,51503,2023-10-31,280640.1706726718,12.544828596320958,2022-08-31,14,0.05751057865319886
13607,08361,2023-10-31,314842.696295352,12.659828416237477,2024-04-30,-6,-0.028969516725464217
13608,29847,2023-10-31,217649.61243109324,12.290641766280917,2024-04-30,-6,0.0035907856389556514
13609,46552,2023-10-31,250455.80396510137,12.431037752664187,2024-01-31,-3,0.006084796165282569
13610,68142,2023-10-31,372837.06327607314,12.828896775510861,2021-10-31,24,0.13331759231417628
13611,76207,2023-10-31,381110.7955711502,12.850845413858142,2024-10-31,-12,0.008604959221784725
13612,74361,2023-10-31,201816.1007823702,12.215112169558223,2024-06-30,-8,-0.022231662716990286
13613,20166,2023-10-31,595208.4333933092,13.296666931408216,2024-09-30,-11,-0.04666075473721243
13614,74401,2023-10-31,117464.2915054171,11.6738896642972,2024-10-31,-12,-0.11050212749615973
13615,44481,2023-10-31,199104.72758413857,12.201586234542553,2025-09-30,-23,-0.12847373444679455
13616,36105,2023-10-31,47990.70196969377,10.77876256216131,2025-02-28,-16,0.0016304725579985302
13617,23150,2023-10-31,303164.11108825146,12.622029558621232,2022-03-31,19,0.14984375345849443
13618,23836,2023-10-31,412536.6446440142,12.930080316311873,2023-08-31,2,0.014036122705991971
13620,71269,2023-10-31,180631.0635809973,12.104211907283975,2024-11-30,-13,-0.02055551530452604
13621,14012,2023-11-30,218382.8562321464,12.294005022666271,2024-09-30,-10,-0.050498371632018646
13622,58436,2023-11-30,132055.8864418863,11.790980494103083,2023-09-30,2,-0.05075337265022917
