TreatedZip,EventTime,RelLogValue,ControlCount
23836,16,0.05125568007061432,5
23836,17,0.0492447996921566,5
23836,18,0.04809327663712644,5
23836,19,0.05014373535034622,5
23836,20,0.054017982999721784,5
23836,21,0.06021197279224708,5
23836,22,0.0655978757660101,5
23836,23,0.07030889674979086,5
23836,24,0.07376458881722456,5
28905,-24,-0.044377751983120106,5
28905,-23,-0.039273723488908986,5
28905,-22,-0.03149938278424358,5
28905,-21,-0.02390411820569547,5
28905,-20,-0.01902201099785721,5
28905,-19,-0.01651205726521603,5
28905,-18,-0.015826547379779753,5
28905,-17,-0.01604045042794695,5
28905,-16,-0.015828680973504206,5
28905,-15,-0.01444038025572567,5
28905,-14,-0.010257559786184344,5
28905,-13,-0.0067828632914945786,5
28905,-12,-0.004540703334781427,5
28905,-11,-0.006228260148252928,5
28905,-10,-0.00948053999010412,5
28905,-9,-0.012818078040148251,5
28905,-8,-0.015670086446766616,5
28905,-7,-0.01650751014406069,5
28905,-6,-0.0167226878526332,5
28905,-5,-0.015124651899146713,5
28905,-4,-0.012589941548429805,5
28905,-3,-0.009939946046867121,5
28905,-2,-0.007168896470126284,5
28905,-1,-0.0041727269510392516,5
28905,0,0.0,5
28905,1,0.00516135621891145,5
28905,2,0.00845862523051224,5
28905,3,0.008864651283071368,5
28905,4,0.006825601516534263,5
28905,5,0.004437680026143198,5
29847,-24,-0.017305408612613603,5
29847,-23,-0.01335964171002999,5
29847,-22,-0.010412306486422196,5
29847,-21,-0.01027534875277425,5
29847,-20,-0.01110047701298349,5
29847,-19,-0.0144600075044778,5
29847,-18,-0.014248813146611283,5
29847,-17,-0.014315282706521515,5
29847,-16,-0.015825971854280852,5
29847,-15,-0.02304219960889391,5
29847,-14,-0.03326338041005918,5
29847,-13,-0.04034373540719649,5
29847,-12,-0.044798025345786384,5
29847,-11,-0.043484164027900715,5
29847,-10,-0.04315365335774004,5
29847,-9,-0.040326815431209084,5
29847,-8,-0.03597101408904848,5
29847,-7,-0.02770915746198881,5
29847,-6,-0.01962426107074471,5
29847,-5,-0.012806122539921461,5
29847,-4,-0.007755722039594915,5
29847,-3,-0.0019474827465437272,5
29847,-2,0.0011745559940926852,5
29847,-1,0.0016098122259766256,5
29847,0,0.0,5
29847,1,-0.001022501192819192,5
30214,-24,0.005891490880946648,5
30214,-23,0.009788671130969817,5
30214,-22,0.012580908668244817,5
30214,-21,0.014590218182813076,5
30214,-20,0.01604193636006137,5
30214,-19,0.01897234831297041,5
30214,-18,0.023596471678582632,5
30214,-17,0.028805433333063492,5
30214,-16,0.032332789265787906,5
30214,-15,0.03346091398023745,5
